CustomerID,FirstName,LastName,Gender,DateOfBirth,PhoneNumber,Email,RegionID,SubscriptionID,JoinDate,CustomerStatus
CUS03382,Paul,Oladipo,Male,3/6/1962,09020123552,paul.oladipo.cus03382@pulseconnect.com,6,2,7/12/2025,Active
CUS03383,Joseph,Johnson,Male,5/23/1966,08053668557,joseph.johnson.cus03383@pulseconnect.com,5,3,7/27/2021,Active
CUS03384,Patricia,Chukwu,Female,7/16/1972,08145148224,patricia.chukwu.cus03384@pulseconnect.com,2,1,10/3/2024,Active
CUS03385,Patricia,Walker,Female,6/10/1990,07073634056,patricia.walker.cus03385@pulseconnect.com,3,1,12/12/2025,Active
CUS03386,Richard,Bello,Male,11/18/1983,09038241849,richard.bello.cus03386@pulseconnect.com,6,4,6/6/2023,Churned
CUS03387,Angela,Ward,Female,3/21/1985,09031726134,angela.ward.cus03387@pulseconnect.com,6,2,7/22/2025,Active
CUS03388,Isaac,Ajayi,Male,8/10/1960,08093473491,isaac.ajayi.cus03388@pulseconnect.com,3,3,7/1/2021,Active
CUS03389,Paul,Clark,Male,10/22/1990,09011148870,paul.clark.cus03389@pulseconnect.com,2,2,6/5/2022,Active
CUS03390,Rebecca,Okeke,Female,4/27/1986,07024041025,rebecca.okeke.cus03390@pulseconnect.com,3,3,10/23/2025,Active
CUS03391,Mark,Ojo,Male,11/22/1975,09174060612,mark.ojo.cus03391@pulseconnect.com,2,1,2/21/2024,Active
CUS03392,Michael,Ogunlana,Male,4/18/1984,08127913441,michael.ogunlana.cus03392@pulseconnect.com,5,4,6/6/2023,Active
CUS03393,Collins,Adeyemi,Male,3/24/1968,09051171792,collins.adeyemi.cus03393@pulseconnect.com,6,4,5/25/2021,Active
CUS03394,Peace,Brown,Female,11/13/1974,09058083654,peace.brown.cus03394@pulseconnect.com,1,3,9/26/2023,Active
CUS03395,David,Eze,Male,10/24/1981,08028765105,david.eze.cus03395@pulseconnect.com,4,4,2/12/2021,Active
CUS03396,Rebecca,Walker,Female,4/16/1973,07014112965,rebecca.walker.cus03396@pulseconnect.com,4,2,1/27/2022,Active
CUS03397,Daniel,Oluwole,Male,9/2/2000,08042667329,daniel.oluwole.cus03397@pulseconnect.com,4,5,9/28/2021,Active
CUS03398,Rebecca,Hall,Female,4/6/2008,09116836350,rebecca.hall.cus03398@pulseconnect.com,2,3,6/13/2022,Active
CUS03399,Rebecca,Akinyemi,Female,12/4/1956,07088992905,rebecca.akinyemi.cus03399@pulseconnect.com,6,3,4/2/2021,Active
CUS03400,Michael,Usman,Male,4/22/1972,08179291655,michael.usman.cus03400@pulseconnect.com,1,3,12/1/2022,Active
CUS03401,Charles,Cooper,Male,4/20/1963,08099164454,charles.cooper.cus03401@pulseconnect.com,2,2,3/17/2022,Churned
CUS03402,Mercy,Ibrahim,Female,1/16/1994,09040712376,mercy.ibrahim.cus03402@pulseconnect.com,4,2,1/24/2025,Active
CUS03403,Luke,Usman,Male,6/10/1959,07037320215,luke.usman.cus03403@pulseconnect.com,3,3,5/28/2025,Active
CUS03404,Philip,Oladipo,Male,11/23/1987,08056441221,philip.oladipo.cus03404@pulseconnect.com,4,3,7/4/2025,Active
CUS03405,Philip,Ward,Male,3/19/1988,08199884558,philip.ward.cus03405@pulseconnect.com,1,1,1/22/2022,Active
CUS03406,Patricia,Hill,Female,5/5/1960,08158633865,patricia.hill.cus03406@pulseconnect.com,6,2,8/21/2025,Active
CUS03407,Timothy,Turner,Male,12/3/1956,07059568157,timothy.turner.cus03407@pulseconnect.com,6,3,9/7/2024,Active
CUS03408,Mary,Aliyu,Female,1/10/2003,08036736177,mary.aliyu.cus03408@pulseconnect.com,1,2,2/13/2023,Active
CUS03409,Bright,Akinyemi,Male,12/13/1982,07094128836,bright.akinyemi.cus03409@pulseconnect.com,1,4,9/24/2024,Active
CUS03410,Samuel,Smith,Male,11/27/1996,09044486390,samuel.smith.cus03410@pulseconnect.com,4,4,11/15/2024,Active
CUS03411,Philip,Balogun,Male,6/21/1992,08119257576,philip.balogun.cus03411@pulseconnect.com,3,2,5/4/2021,Churned
CUS03412,Anthony,Smith,Male,4/12/1990,08187471718,anthony.smith.cus03412@pulseconnect.com,2,5,9/20/2025,Churned
CUS03413,Patricia,Hill,Female,1/24/1982,09164825584,patricia.hill.cus03413@pulseconnect.com,4,3,5/14/2021,Active
CUS03414,David,Okeke,Male,8/3/2007,09091464198,david.okeke.cus03414@pulseconnect.com,4,3,5/16/2022,Churned
CUS03415,Matthew,Williams,Male,8/10/1964,09134660907,matthew.williams.cus03415@pulseconnect.com,6,3,1/16/2021,Active
CUS03416,Victoria,Mohammed,Female,10/2/1998,07070153807,victoria.mohammed.cus03416@pulseconnect.com,4,1,7/16/2025,Churned
CUS03417,Sarah,Turner,Female,1/8/2006,09167823609,sarah.turner.cus03417@pulseconnect.com,1,2,6/5/2021,Active
CUS03418,Richard,Green,Male,8/26/2007,07091794704,richard.green.cus03418@pulseconnect.com,6,4,4/22/2022,Active
CUS03419,Faith,Hill,Female,8/6/1957,09189472223,faith.hill.cus03419@pulseconnect.com,5,3,6/24/2023,Active
CUS03420,Janet,Turner,Female,11/9/1994,08085310871,janet.turner.cus03420@pulseconnect.com,3,3,10/8/2021,Active
CUS03421,Timothy,Baker,Male,6/1/1973,08071318325,timothy.baker.cus03421@pulseconnect.com,4,1,3/17/2022,Active
CUS03422,Faith,Clark,Female,8/17/2004,09062480289,faith.clark.cus03422@pulseconnect.com,3,3,4/18/2022,Churned
CUS03423,Joy,Abdullahi,Female,11/24/1990,08096067226,joy.abdullahi.cus03423@pulseconnect.com,1,3,5/28/2023,Active
CUS03424,Grace,Ogunbiyi,Female,6/14/1987,08093012623,grace.ogunbiyi.cus03424@pulseconnect.com,1,3,9/17/2022,Active
CUS03425,Stephen,Ogunbiyi,Male,9/16/1996,09189789958,stephen.ogunbiyi.cus03425@pulseconnect.com,3,3,6/14/2021,Active
CUS03426,Sarah,Aliyu,Female,7/28/1996,08196381474,sarah.aliyu.cus03426@pulseconnect.com,4,2,9/7/2024,Active
CUS03427,Grace,Ibrahim,Female,8/13/1981,08199727711,grace.ibrahim.cus03427@pulseconnect.com,4,2,1/5/2021,Active
CUS03428,Victoria,Ogunlana,Female,3/5/1969,07012604098,victoria.ogunlana.cus03428@pulseconnect.com,6,2,5/28/2023,Active
CUS03429,Joseph,Ajayi,Male,11/10/1971,09027516852,joseph.ajayi.cus03429@pulseconnect.com,2,4,7/9/2022,Active
CUS03430,Peace,Baker,Female,1/21/1998,09132648729,peace.baker.cus03430@pulseconnect.com,4,1,1/10/2022,Active
CUS03431,John,Bello,Male,5/2/1987,09033884483,john.bello.cus03431@pulseconnect.com,4,3,1/23/2022,Active
CUS03432,Bright,Mohammed,Male,2/27/1979,08060210466,bright.mohammed.cus03432@pulseconnect.com,4,2,8/24/2025,Active
CUS03433,Emmanuel,Olawale,Male,10/24/1994,08083068403,emmanuel.olawale.cus03433@pulseconnect.com,4,1,4/8/2023,Active
CUS03434,Paul,Taylor,Male,1/19/1996,08188749703,paul.taylor.cus03434@pulseconnect.com,4,4,2/14/2022,Active
CUS03435,Andrew,Taylor,Male,12/6/1986,08094016129,andrew.taylor.cus03435@pulseconnect.com,1,3,11/2/2022,Active
CUS03436,Michael,Bello,Male,2/7/1993,09053268529,michael.bello.cus03436@pulseconnect.com,2,2,9/15/2023,Active
CUS03437,Andrew,Brown,Male,3/3/1958,07049113622,andrew.brown.cus03437@pulseconnect.com,1,3,8/21/2024,Active
CUS03438,Charles,Nwosu,Male,8/4/1987,07020546546,charles.nwosu.cus03438@pulseconnect.com,5,2,3/6/2023,Active
CUS03439,Samuel,Okeke,Male,12/27/1958,08112620503,samuel.okeke.cus03439@pulseconnect.com,4,3,3/26/2022,Active
CUS03440,Paul,Ogunleye,Male,8/12/1959,09119508085,paul.ogunleye.cus03440@pulseconnect.com,6,4,6/27/2023,Active
CUS03441,Isaac,Adewale,Male,10/17/1962,09013589184,isaac.adewale.cus03441@pulseconnect.com,5,3,2/8/2021,Active
CUS03442,John,Brown,Male,4/16/1984,08172069115,john.brown.cus03442@pulseconnect.com,2,4,12/10/2025,Churned
CUS03443,Nelson,Walker,Male,12/22/1962,09047989573,nelson.walker.cus03443@pulseconnect.com,5,1,8/21/2024,Active
CUS03444,Deborah,Clark,Female,1/10/1992,08128098237,deborah.clark.cus03444@pulseconnect.com,1,2,12/10/2022,Suspended
CUS03445,Gloria,Young,Female,1/10/1962,08021276422,gloria.young.cus03445@pulseconnect.com,2,6,12/26/2023,Active
CUS03446,Angela,Brown,Female,6/5/1981,08166237707,angela.brown.cus03446@pulseconnect.com,1,3,5/17/2024,Active
CUS03447,Bright,Young,Male,2/23/1956,07098974833,bright.young.cus03447@pulseconnect.com,6,5,6/6/2021,Active
CUS03448,Victor,Adewale,Male,1/20/2001,09160062639,victor.adewale.cus03448@pulseconnect.com,4,2,11/11/2024,Active
CUS03449,Charles,Balogun,Male,6/4/1960,09032619770,charles.balogun.cus03449@pulseconnect.com,1,2,11/13/2022,Active
CUS03450,Benjamin,Obi,Male,3/8/1965,08074913231,benjamin.obi.cus03450@pulseconnect.com,1,2,6/25/2021,Active
CUS03451,Mercy,Oladipo,Female,2/11/1980,09139100196,mercy.oladipo.cus03451@pulseconnect.com,6,3,11/3/2022,Active
CUS03452,Charles,King,Male,5/10/1976,08150519661,charles.king.cus03452@pulseconnect.com,3,5,8/7/2023,Active
CUS03453,Andrew,Oladipo,Male,7/5/1972,09085679775,andrew.oladipo.cus03453@pulseconnect.com,2,3,10/23/2022,Active
CUS03454,Collins,Young,Male,4/15/1993,09195924269,collins.young.cus03454@pulseconnect.com,2,1,12/2/2021,Active
CUS03455,Faith,Nwosu,Female,6/24/2008,09032422855,faith.nwosu.cus03455@pulseconnect.com,5,4,6/23/2021,Active
CUS03456,Grace,Adeyemi,Female,5/28/1999,08158301654,grace.adeyemi.cus03456@pulseconnect.com,1,1,2/26/2021,Active
CUS03457,Kelvin,Chukwu,Male,2/21/1989,08164989989,kelvin.chukwu.cus03457@pulseconnect.com,4,3,2/26/2022,Suspended
CUS03458,Samuel,Eze,Male,12/2/2005,08065378178,samuel.eze.cus03458@pulseconnect.com,1,4,12/26/2022,Suspended
CUS03459,Charles,Afolabi,Male,11/23/1961,08178199131,charles.afolabi.cus03459@pulseconnect.com,3,2,2/12/2025,Active
CUS03460,Mary,Akinola,Female,1/26/1994,09146585838,mary.akinola.cus03460@pulseconnect.com,1,4,9/2/2024,Active
CUS03461,Bright,Abdullahi,Male,11/9/1974,08099989197,bright.abdullahi.cus03461@pulseconnect.com,2,3,4/14/2024,Active
CUS03462,Stephen,Young,Male,1/8/1969,08111152671,stephen.young.cus03462@pulseconnect.com,2,1,4/12/2024,Suspended
CUS03463,Samuel,Baker,Male,6/13/1984,08092244352,samuel.baker.cus03463@pulseconnect.com,5,5,6/19/2022,Active
CUS03464,Peace,Mohammed,Female,2/22/2003,08169135106,peace.mohammed.cus03464@pulseconnect.com,6,1,6/17/2023,Active
CUS03465,Victor,Ogunleye,Male,12/14/1976,09095511706,victor.ogunleye.cus03465@pulseconnect.com,1,1,1/9/2024,Active
CUS03466,Bright,Johnson,Male,5/14/2006,09082061567,bright.johnson.cus03466@pulseconnect.com,4,2,12/23/2022,Active
CUS03467,Joseph,Olawale,Male,5/21/2004,09011551992,joseph.olawale.cus03467@pulseconnect.com,5,1,8/9/2021,Active
CUS03468,Emmanuel,Abdullahi,Male,9/4/1985,08137188090,emmanuel.abdullahi.cus03468@pulseconnect.com,1,5,7/9/2025,Suspended
CUS03469,Anthony,Eze,Male,9/25/1995,08119806593,anthony.eze.cus03469@pulseconnect.com,4,4,1/28/2022,Churned
CUS03470,Patricia,Oluwole,Female,3/3/1959,07098777927,patricia.oluwole.cus03470@pulseconnect.com,3,2,8/21/2023,Active
CUS03471,Collins,Hill,Male,4/2/1981,07095664476,collins.hill.cus03471@pulseconnect.com,6,4,11/2/2024,Churned
CUS03472,Joshua,Okeke,Male,8/27/1963,08187346341,joshua.okeke.cus03472@pulseconnect.com,3,2,9/19/2022,Active
CUS03473,Daniel,Scott,Male,7/3/1998,08072690574,daniel.scott.cus03473@pulseconnect.com,6,1,1/24/2021,Active
CUS03474,Paul,Baker,Male,5/6/1965,08186850822,paul.baker.cus03474@pulseconnect.com,4,4,8/24/2021,Active
CUS03475,Timothy,Taylor,Male,7/17/1964,08121746482,timothy.taylor.cus03475@pulseconnect.com,2,2,1/18/2024,Active
CUS03476,Andrew,Ojo,Male,11/11/1989,08032253433,andrew.ojo.cus03476@pulseconnect.com,1,2,6/25/2025,Active
CUS03477,Collins,Hill,Male,4/21/1995,08169832996,collins.hill.cus03477@pulseconnect.com,4,1,12/27/2023,Active
CUS03478,John,Scott,Male,2/23/1967,07052551956,john.scott.cus03478@pulseconnect.com,5,3,2/23/2023,Active
CUS03479,Samuel,Okafor,Male,8/21/1984,08181074616,samuel.okafor.cus03479@pulseconnect.com,1,3,12/10/2021,Active
CUS03480,Sarah,Scott,Female,7/12/1975,08144109626,sarah.scott.cus03480@pulseconnect.com,5,3,2/26/2025,Active
CUS03481,Nelson,Yusuf,Male,6/13/1995,09032428403,nelson.yusuf.cus03481@pulseconnect.com,2,1,12/26/2021,Churned
CUS03482,James,Hill,Male,12/13/1995,08156495403,james.hill.cus03482@pulseconnect.com,1,6,11/13/2022,Active
CUS03483,Samuel,Okeke,Male,7/13/1969,07018687561,samuel.okeke.cus03483@pulseconnect.com,3,1,6/14/2022,Active
CUS03484,David,Clark,Male,10/1/1994,09140788797,david.clark.cus03484@pulseconnect.com,5,3,7/14/2023,Active
CUS03485,Sarah,Ogunlana,Female,8/4/1972,09178782221,sarah.ogunlana.cus03485@pulseconnect.com,6,1,3/26/2023,Active
CUS03486,Rebecca,Aliyu,Female,8/9/1982,09083889739,rebecca.aliyu.cus03486@pulseconnect.com,2,3,1/22/2024,Active
CUS03487,Collins,Ajayi,Male,9/2/2003,08184503429,collins.ajayi.cus03487@pulseconnect.com,1,2,3/3/2021,Active
CUS03488,Moses,Green,Male,5/16/1960,08168030924,moses.green.cus03488@pulseconnect.com,1,4,5/28/2024,Active
CUS03489,John,Scott,Male,11/9/1971,07084740397,john.scott.cus03489@pulseconnect.com,2,3,4/3/2025,Active
CUS03490,Emmanuel,Evans,Male,12/15/1997,08063325351,emmanuel.evans.cus03490@pulseconnect.com,3,2,4/28/2022,Active
CUS03491,Grace,Nwachukwu,Female,12/12/1982,08141391227,grace.nwachukwu.cus03491@pulseconnect.com,2,4,6/25/2023,Active
CUS03492,Kelvin,Oladipo,Male,5/15/1971,08027970858,kelvin.oladipo.cus03492@pulseconnect.com,2,4,10/27/2022,Active
CUS03493,Joy,Bello,Female,10/15/1961,09120882014,joy.bello.cus03493@pulseconnect.com,6,3,5/26/2025,Active
CUS03494,Kelvin,Taylor,Male,8/20/1998,08112556867,kelvin.taylor.cus03494@pulseconnect.com,2,2,5/20/2024,Active
CUS03495,Rebecca,Obi,Female,11/28/1995,09118973035,rebecca.obi.cus03495@pulseconnect.com,3,4,7/25/2022,Active
CUS03496,Janet,Bello,Female,1/12/1969,08027508206,janet.bello.cus03496@pulseconnect.com,6,1,12/13/2022,Active
CUS03497,Mary,Mohammed,Female,3/18/1999,09028123352,mary.mohammed.cus03497@pulseconnect.com,4,2,7/24/2024,Active
CUS03498,Gloria,Ogunbiyi,Female,7/23/2000,08038960015,gloria.ogunbiyi.cus03498@pulseconnect.com,6,3,5/16/2022,Active
CUS03499,Precious,Chukwu,Female,11/2/1998,07098122586,precious.chukwu.cus03499@pulseconnect.com,6,1,10/9/2021,Active
CUS03500,John,Akinola,Male,6/11/1956,09188765294,john.akinola.cus03500@pulseconnect.com,6,2,9/15/2022,Active
CUS03501,Ruth,Ajayi,Female,5/12/1996,09189097006,ruth.ajayi.cus03501@pulseconnect.com,2,3,11/10/2023,Active
CUS03502,Kelvin,Clark,Male,12/1/2008,09182587835,kelvin.clark.cus03502@pulseconnect.com,1,2,2/6/2025,Active
CUS03503,Daniel,Adeyemi,Male,7/10/1965,08055390266,daniel.adeyemi.cus03503@pulseconnect.com,3,4,1/7/2025,Active
CUS03504,Andrew,Hill,Male,1/9/2001,08195869958,andrew.hill.cus03504@pulseconnect.com,2,4,3/11/2024,Active
CUS03505,Kelvin,Nwosu,Male,12/16/2003,09142980848,kelvin.nwosu.cus03505@pulseconnect.com,3,2,4/2/2021,Active
CUS03506,Joshua,Ogunlana,Male,7/4/2001,09163825345,joshua.ogunlana.cus03506@pulseconnect.com,5,2,1/13/2025,Active
CUS03507,Richard,Akinola,Male,12/26/1974,08077715308,richard.akinola.cus03507@pulseconnect.com,6,2,1/22/2025,Active
CUS03508,Matthew,Yusuf,Male,6/11/1988,09038552058,matthew.yusuf.cus03508@pulseconnect.com,4,3,2/7/2023,Active
CUS03509,Collins,Ogunbiyi,Male,9/18/2000,07024662578,collins.ogunbiyi.cus03509@pulseconnect.com,5,4,3/17/2022,Active
CUS03510,Joy,Usman,Female,8/15/1986,07011947704,joy.usman.cus03510@pulseconnect.com,5,2,2/1/2021,Active
CUS03511,Jennifer,Nwosu,Female,8/18/2005,07027894826,jennifer.nwosu.cus03511@pulseconnect.com,4,3,1/2/2024,Active
CUS03512,Peace,Ojo,Female,3/21/2003,09013589139,peace.ojo.cus03512@pulseconnect.com,3,3,12/24/2025,Active
CUS03513,Kelvin,Hall,Male,10/27/1994,08186721571,kelvin.hall.cus03513@pulseconnect.com,4,1,11/4/2022,Active
CUS03514,Joshua,Olawale,Male,1/22/2005,09145249497,joshua.olawale.cus03514@pulseconnect.com,6,1,8/17/2025,Active
CUS03515,Peace,Oladipo,Female,4/20/1995,08192816350,peace.oladipo.cus03515@pulseconnect.com,6,3,5/4/2023,Active
CUS03516,Blessing,Taylor,Female,7/24/1973,09066301808,blessing.taylor.cus03516@pulseconnect.com,2,3,6/19/2022,Active
CUS03517,Hannah,Nwachukwu,Female,1/28/2000,07066259902,hannah.nwachukwu.cus03517@pulseconnect.com,3,3,12/7/2021,Active
CUS03518,Victor,Ogunlana,Male,9/11/1969,09198226381,victor.ogunlana.cus03518@pulseconnect.com,4,3,3/21/2023,Active
CUS03519,Faith,Cooper,Female,10/14/1988,09159612649,faith.cooper.cus03519@pulseconnect.com,2,3,2/4/2023,Active
CUS03520,Timothy,King,Male,12/9/1997,09134979744,timothy.king.cus03520@pulseconnect.com,2,2,4/17/2021,Active
CUS03521,Samuel,King,Male,4/14/2006,09060762546,samuel.king.cus03521@pulseconnect.com,5,5,6/6/2022,Active
CUS03522,Patricia,Mohammed,Female,11/11/1991,09087025342,patricia.mohammed.cus03522@pulseconnect.com,2,2,1/10/2025,Active
CUS03523,Isaac,Johnson,Male,10/19/1995,08168843721,isaac.johnson.cus03523@pulseconnect.com,5,4,9/1/2023,Active
CUS03524,Daniel,Afolabi,Male,1/13/1956,09030255386,daniel.afolabi.cus03524@pulseconnect.com,4,2,6/2/2021,Suspended
CUS03525,Sarah,Cooper,Female,9/24/1972,09078530787,sarah.cooper.cus03525@pulseconnect.com,1,2,12/9/2022,Active
CUS03526,Luke,Balogun,Male,9/19/1958,08187227980,luke.balogun.cus03526@pulseconnect.com,4,5,3/14/2021,Active
CUS03527,Joseph,Ogunlana,Male,9/18/1968,08170748663,joseph.ogunlana.cus03527@pulseconnect.com,4,3,6/18/2025,Active
CUS03528,Samuel,Smith,Male,9/25/2008,09088699628,samuel.smith.cus03528@pulseconnect.com,6,4,7/20/2022,Active
CUS03529,Peter,Smith,Male,1/27/2001,07046472677,peter.smith.cus03529@pulseconnect.com,1,3,5/27/2023,Active
CUS03530,Moses,Eze,Male,4/8/1970,09088641362,moses.eze.cus03530@pulseconnect.com,2,2,7/1/2025,Active
CUS03531,Philip,Oladipo,Male,12/18/1961,08094613504,philip.oladipo.cus03531@pulseconnect.com,2,4,2/25/2023,Churned
CUS03532,Mark,Abdullahi,Male,3/20/1972,09050439587,mark.abdullahi.cus03532@pulseconnect.com,4,2,12/25/2023,Active
CUS03533,Victor,Ibrahim,Male,10/24/1973,08144264829,victor.ibrahim.cus03533@pulseconnect.com,2,3,1/19/2024,Active
CUS03534,Esther,Johnson,Female,5/22/2008,09178850170,esther.johnson.cus03534@pulseconnect.com,6,4,12/5/2022,Churned
CUS03535,Collins,Yusuf,Male,4/17/1989,07039499381,collins.yusuf.cus03535@pulseconnect.com,4,4,11/4/2022,Active
CUS03536,Joy,Smith,Female,10/16/1970,09069109673,joy.smith.cus03536@pulseconnect.com,1,5,10/16/2024,Active
CUS03537,Benjamin,Adebayo,Male,3/3/1977,07030191504,benjamin.adebayo.cus03537@pulseconnect.com,6,3,7/14/2022,Active
CUS03538,Mark,King,Male,1/16/1982,07059955253,mark.king.cus03538@pulseconnect.com,2,3,11/4/2025,Active
CUS03539,Patricia,Balogun,Female,10/27/2003,09027465258,patricia.balogun.cus03539@pulseconnect.com,5,2,4/27/2021,Active
CUS03540,Grace,Ogunleye,Female,10/8/1991,09020699121,grace.ogunleye.cus03540@pulseconnect.com,6,4,7/14/2024,Active
CUS03541,John,Young,Male,7/7/1964,08031370127,john.young.cus03541@pulseconnect.com,4,2,12/6/2022,Active
CUS03542,Andrew,Ibrahim,Male,12/26/1978,09093273883,andrew.ibrahim.cus03542@pulseconnect.com,6,3,3/22/2022,Active
CUS03543,Daniel,Adewale,Male,8/13/1969,08079932363,daniel.adewale.cus03543@pulseconnect.com,2,3,10/16/2021,Active
CUS03544,Benjamin,Aliyu,Male,7/23/1991,09024350346,benjamin.aliyu.cus03544@pulseconnect.com,6,4,2/11/2022,Active
CUS03545,Paul,Yusuf,Male,11/26/1993,07062429543,paul.yusuf.cus03545@pulseconnect.com,3,3,12/10/2023,Active
CUS03546,Joy,Hall,Female,12/1/1967,08145336265,joy.hall.cus03546@pulseconnect.com,6,4,7/14/2025,Churned
CUS03547,Hannah,Ojo,Female,7/10/1960,09076082978,hannah.ojo.cus03547@pulseconnect.com,1,3,9/8/2021,Active
CUS03548,Daniel,Akinyemi,Male,4/19/1985,09146985534,daniel.akinyemi.cus03548@pulseconnect.com,3,4,11/6/2024,Active
CUS03549,Ruth,Scott,Female,10/5/2005,08148795389,ruth.scott.cus03549@pulseconnect.com,5,2,3/12/2021,Active
CUS03550,Bright,Ogunleye,Male,6/15/1971,09174642508,bright.ogunleye.cus03550@pulseconnect.com,1,2,4/14/2024,Active
CUS03551,Joshua,Okafor,Male,10/5/1979,09155264428,joshua.okafor.cus03551@pulseconnect.com,4,1,6/8/2023,Active
CUS03552,Peter,Aliyu,Male,4/22/1986,09095453511,peter.aliyu.cus03552@pulseconnect.com,1,3,3/11/2025,Active
CUS03553,James,Adeyemi,Male,4/25/2006,09036854191,james.adeyemi.cus03553@pulseconnect.com,4,2,8/28/2022,Active
CUS03554,Stephen,Ogunbiyi,Male,1/12/1996,08066002238,stephen.ogunbiyi.cus03554@pulseconnect.com,5,1,7/21/2022,Active
CUS03555,Victor,Okafor,Male,5/6/1963,09151188382,victor.okafor.cus03555@pulseconnect.com,1,1,11/14/2025,Active
CUS03556,Victoria,Scott,Female,2/20/1968,07089244454,victoria.scott.cus03556@pulseconnect.com,5,2,9/20/2022,Active
CUS03557,Blessing,Williams,Female,6/24/1999,09018741816,blessing.williams.cus03557@pulseconnect.com,5,2,12/20/2025,Churned
CUS03558,Precious,Clark,Female,1/23/1965,08157156151,precious.clark.cus03558@pulseconnect.com,5,2,5/10/2024,Active
CUS03559,Rebecca,Clark,Female,2/9/1979,09055475298,rebecca.clark.cus03559@pulseconnect.com,3,2,1/9/2024,Active
CUS03560,Angela,Williams,Female,3/10/1994,09145815236,angela.williams.cus03560@pulseconnect.com,2,3,3/2/2023,Active
CUS03561,Andrew,Cooper,Male,9/2/1957,09155873800,andrew.cooper.cus03561@pulseconnect.com,5,1,10/7/2023,Active
CUS03562,Henry,Thomas,Male,11/18/1986,09093149627,henry.thomas.cus03562@pulseconnect.com,1,2,11/25/2023,Active
CUS03563,Janet,Clark,Female,3/6/2003,09175910294,janet.clark.cus03563@pulseconnect.com,3,3,3/9/2024,Active
CUS03564,Bright,Olawale,Male,10/4/1993,09112307243,bright.olawale.cus03564@pulseconnect.com,4,4,7/16/2023,Churned
CUS03565,Stephen,Hill,Male,6/25/2008,08127122329,stephen.hill.cus03565@pulseconnect.com,5,3,12/2/2024,Active
CUS03566,Paul,Baker,Male,9/17/1977,08074853216,paul.baker.cus03566@pulseconnect.com,1,3,6/11/2021,Active
CUS03567,Michael,Mohammed,Male,7/15/2004,09087263636,michael.mohammed.cus03567@pulseconnect.com,2,3,1/23/2024,Active
CUS03568,Emmanuel,Baker,Male,6/3/1957,08198406689,emmanuel.baker.cus03568@pulseconnect.com,5,4,11/3/2021,Active
CUS03569,Sarah,Nwosu,Female,4/16/1998,09114348287,sarah.nwosu.cus03569@pulseconnect.com,1,2,2/23/2024,Active
CUS03570,Deborah,Abdullahi,Female,12/23/1973,09171252160,deborah.abdullahi.cus03570@pulseconnect.com,3,2,5/13/2021,Active
CUS03571,Mark,Clark,Male,9/28/1971,07075800029,mark.clark.cus03571@pulseconnect.com,3,3,7/10/2024,Suspended
CUS03572,Michael,Brown,Male,10/17/2001,09156017755,michael.brown.cus03572@pulseconnect.com,3,4,1/22/2022,Active
CUS03573,Gloria,King,Female,2/21/2005,08030166883,gloria.king.cus03573@pulseconnect.com,2,2,2/11/2025,Active
CUS03574,Emmanuel,Hall,Male,7/28/2005,07081812474,emmanuel.hall.cus03574@pulseconnect.com,4,1,6/18/2024,Active
CUS03575,Philip,Green,Male,6/16/1969,09013933201,philip.green.cus03575@pulseconnect.com,3,2,3/22/2024,Active
CUS03576,Joy,Lewis,Female,10/3/1968,08010751562,joy.lewis.cus03576@pulseconnect.com,1,2,4/3/2022,Active
CUS03577,Peter,Balogun,Male,8/16/2004,09193752682,peter.balogun.cus03577@pulseconnect.com,3,1,3/26/2025,Active
CUS03578,James,Mohammed,Male,4/3/1964,07085460635,james.mohammed.cus03578@pulseconnect.com,3,4,2/19/2022,Suspended
CUS03579,Grace,Brown,Female,1/1/1976,08087722082,grace.brown.cus03579@pulseconnect.com,1,4,8/1/2022,Active
CUS03580,John,Balogun,Male,8/19/1969,08094571913,john.balogun.cus03580@pulseconnect.com,1,3,2/18/2025,Active
CUS03581,Patricia,Eze,Female,8/7/2005,08130078902,patricia.eze.cus03581@pulseconnect.com,6,2,3/15/2024,Active
CUS03582,Matthew,Olawale,Male,1/4/1973,09020462154,matthew.olawale.cus03582@pulseconnect.com,2,2,12/22/2023,Active
CUS03583,Mark,Scott,Male,7/4/1968,07027950928,mark.scott.cus03583@pulseconnect.com,3,2,1/8/2025,Churned
CUS03584,Benjamin,Johnson,Male,8/16/1998,07029474529,benjamin.johnson.cus03584@pulseconnect.com,3,2,11/24/2022,Active
CUS03585,Isaac,Okoro,Male,1/12/1982,08019542650,isaac.okoro.cus03585@pulseconnect.com,3,3,8/26/2025,Churned
CUS03586,Benjamin,Mohammed,Male,11/1/1993,07041164477,benjamin.mohammed.cus03586@pulseconnect.com,5,4,2/18/2023,Active
CUS03587,Timothy,Smith,Male,6/18/1961,08162600916,timothy.smith.cus03587@pulseconnect.com,4,3,7/10/2025,Churned
CUS03588,Mercy,Yusuf,Female,10/13/1977,08082866816,mercy.yusuf.cus03588@pulseconnect.com,2,1,7/9/2021,Active
CUS03589,Charles,Young,Male,6/9/1998,08088552570,charles.young.cus03589@pulseconnect.com,2,3,6/28/2023,Active
CUS03590,Daniel,Abdullahi,Male,9/27/1963,09040271880,daniel.abdullahi.cus03590@pulseconnect.com,5,1,1/13/2021,Active
